timestamp, utilization_gpu_pct, utilization_memory_pct, memory_used_mib, power_draw_w, temperature_gpu_c, clocks_sm_mhz, clocks_mem_mhz
2026/08/17 08:28:09.720, 100, 0, 612, 75.36, 71, 2767, 14001
2026/08/17 08:28:10.031, 100, 0, 612, 75.36, 71, 2767, 14001
2026/08/17 08:28:10.328, 100, 0, 612, 75.36, 71, 2767, 14001
2026/08/17 08:28:10.626, 100, 0, 612, 76.33, 71, 2767, 11001
2026/08/17 08:28:10.923, 100, 0, 612, 76.33, 71, 2767, 11001
2026/08/17 08:28:11.219, 100, 0, 612, 76.73, 71, 2767, 11001
2026/08/17 08:28:11.515, 100, 0, 612, 76.73, 71, 2767, 11001
2026/08/17 08:28:11.812, 100, 0, 612, 74.88, 71, 2767, 14001
2026/08/17 08:28:12.109, 100, 0, 612, 74.22, 71, 2767, 14001
2026/08/17 08:28:12.407, 100, 0, 612, 74.22, 71, 2767, 14001
2026/08/17 08:28:12.702, 100, 0, 612, 75.19, 71, 2767, 14001
2026/08/17 08:28:12.999, 100, 0, 612, 75.19, 71, 2767, 14001
2026/08/17 08:28:13.295, 100, 0, 612, 75.02, 71, 2767, 14001
2026/08/17 08:28:13.592, 100, 0, 612, 75.09, 71, 2767, 14001
2026/08/17 08:28:13.888, 100, 0, 612, 75.09, 71, 2767, 14001
2026/08/17 08:28:14.186, 100, 0, 612, 76.56, 71, 2767, 11001
2026/08/17 08:28:14.482, 100, 0, 612, 76.56, 71, 2767, 11001
2026/08/17 08:28:14.794, 100, 0, 612, 75.52, 71, 2767, 14001
2026/08/17 08:28:15.108, 100, 0, 612, 74.68, 71, 2767, 14001
2026/08/17 08:28:15.404, 100, 0, 612, 74.68, 71, 2767, 14001
2026/08/17 08:28:15.699, 100, 0, 612, 75.89, 71, 2767, 14001
2026/08/17 08:28:15.999, 100, 0, 612, 75.89, 71, 2767, 14001
2026/08/17 08:28:16.310, 100, 0, 612, 76.77, 71, 2767, 11001
2026/08/17 08:28:16.608, 100, 0, 612, 76.18, 71, 2767, 9001
2026/08/17 08:28:16.908, 100, 0, 612, 76.18, 71, 2767, 9001
2026/08/17 08:28:17.221, 100, 0, 612, 74.56, 71, 2767, 9001
2026/08/17 08:28:17.516, 100, 0, 612, 74.56, 71, 2767, 9001
2026/08/17 08:28:17.813, 100, 0, 612, 73.17, 71, 2767, 11001
2026/08/17 08:28:18.126, 100, 0, 612, 69.86, 71, 2767, 14001
2026/08/17 08:28:18.422, 100, 0, 612, 69.86, 71, 2767, 14001
2026/08/17 08:28:18.719, 100, 0, 612, 70.90, 71, 2767, 14001
2026/08/17 08:28:19.017, 100, 0, 612, 70.90, 71, 2767, 14001
2026/08/17 08:28:19.313, 100, 0, 612, 74.98, 71, 2767, 14001
2026/08/17 08:28:19.609, 100, 0, 612, 75.46, 71, 2767, 14001
2026/08/17 08:28:19.906, 100, 0, 612, 75.46, 71, 2767, 14001
2026/08/17 08:28:20.200, 100, 0, 612, 76.64, 72, 2767, 11001
2026/08/17 08:28:20.498, 100, 0, 612, 76.64, 72, 2767, 11001
2026/08/17 08:28:20.793, 100, 0, 612, 76.20, 71, 2767, 11001
2026/08/17 08:28:21.092, 100, 0, 612, 74.57, 71, 2767, 14001
2026/08/17 08:28:21.390, 100, 0, 612, 74.57, 71, 2767, 14001
2026/08/17 08:28:21.684, 100, 0, 612, 74.64, 71, 2767, 14001
